x,f(x)
2.56,1.356143810
2.57,1.361768360
2.58,1.367371066
2.59,1.372952098
2.60,1.378511624
2.61,1.384049807
2.62,1.389566812
2.63,1.395062800
2.64,1.400537930
2.65,1.405992360
2.66,1.411426246
2.67,1.416839742
2.68,1.422233001
2.69,1.427606173
2.70,1.432959407
2.71,1.438292851
2.72,1.443606651
2.73,1.448900951
2.74,1.454175893
2.75,1.459431619
2.76,1.464668266
2.77,1.469885976
2.78,1.475084884
2.79,1.480265123
2.80,1.485426827
2.81,1.490570132
2.82,1.495695163
2.83,1.500802054
2.84,1.505890930
2.85,1.510961919
2.86,1.516015148
2.87,1.521050738
2.88,1.526068812
2.89,1.531069493
2.90,1.536052901
2.91,1.541019153
2.92,1.545968369
2.93,1.550900665
2.94,1.555816155
2.95,1.560714954
2.96,1.565597176
2.97,1.570462932
2.98,1.575312332
2.99,1.580145484
3.00,1.584962502
3.01,1.589763488
3.02,1.594548549
3.03,1.599317793
3.04,1.604071325
3.05,1.608809242
3.06,1.613531653
3.07,1.618238655
3.08,1.622930351
3.09,1.627606839
3.10,1.632268215
3.11,1.636914580
3.12,1.641546030
3.13,1.646162658
3.14,1.650764560
3.15,1.655351829
3.16,1.659924559
3.17,1.664482841
3.18,1.669026766
3.19,1.673556423
3.20,1.678071906
3.21,1.682573298
3.22,1.687060688
3.23,1.691534165
3.24,1.695993814
3.25,1.700439718
3.26,1.704871964
3.27,1.709290636
3.28,1.713695815
3.29,1.718087585
3.30,1.722466024
3.31,1.726831217
3.32,1.731183241
3.33,1.735522178
3.34,1.739848103
3.35,1.744161096
3.36,1.748461233
3.37,1.752748591
3.38,1.757023246
3.39,1.761285273
3.40,1.765534747
3.41,1.769771739
3.42,1.773996325
3.43,1.778208577
3.44,1.782408565
3.45,1.786596362
3.46,1.790772038
3.47,1.794935663
3.48,1.799087307
3.49,1.803227037
3.50,1.807354923
3.51,1.811471032
3.52,1.815575428
3.53,1.819668184
3.54,1.823749361
3.55,1.827819024
3.56,1.831877242
3.57,1.835924075
3.58,1.839959587
3.59,1.843983844
3.60,1.847996908
3.61,1.851998837
3.62,1.855989698
3.63,1.859969548
3.64,1.863938450
3.65,1.867896464
3.66,1.871843648
3.67,1.875780063
3.68,1.879705766
3.69,1.883620817
3.70,1.887525270
3.71,1.891419186
3.72,1.895302621
3.73,1.899175630
3.74,1.903038270
3.75,1.906890595
3.76,1.910732663
3.77,1.914564525
3.78,1.918386235
3.79,1.922197850
3.80,1.925999418
3.81,1.929790998
3.82,1.933572638
3.83,1.937344392
3.84,1.941106312
3.85,1.944858446
3.86,1.948600849
3.87,1.952333567
3.88,1.956056653
3.89,1.959770156
3.90,1.963474124
3.91,1.967168608
3.92,1.970853655
3.93,1.974529313
3.94,1.978195630
3.95,1.981852654
3.96,1.985500430
3.97,1.989139008
3.98,1.992768431
3.99,1.996388747
4.00,2.000000000
4.01,2.003602237
4.02,2.007195501
4.03,2.010779839
4.04,2.014355293
4.05,2.017921908
4.06,2.021479727
4.07,2.025028794
4.08,2.028569152
4.09,2.032100844
4.10,2.035623911
4.11,2.039138394
4.12,2.042644337
4.13,2.046141782
4.14,2.049630767
4.15,2.053111337
4.16,2.056583528
4.17,2.060047384
4.18,2.063502942
4.19,2.066950244
4.20,2.070389329
4.21,2.073820234
4.22,2.077242999
4.23,2.080657664
4.24,2.084064265
4.25,2.087462842
4.26,2.090853431
4.27,2.094236070
4.28,2.097610798
4.29,2.100977648
4.30,2.104336659
4.31,2.107687870
4.32,2.111031314
4.33,2.114367025
4.34,2.117695043
4.35,2.121015401
4.36,2.124328135
4.37,2.127633280
4.38,2.130930871
4.39,2.134220940
4.40,2.137503524
4.41,2.140778656
4.42,2.144046370
4.43,2.147306699
4.44,2.150559678
4.45,2.153805336
4.46,2.157043711
4.47,2.160274832
4.48,2.163498734
4.49,2.166715446
4.50,2.169925002
4.51,2.173127433
4.52,2.176322773
4.53,2.179511050
4.54,2.182692298
4.55,2.185866544
4.56,2.189033826
4.57,2.192194164
4.58,2.195347599
4.59,2.198494154
4.60,2.201633861
4.61,2.204766751
4.62,2.207892852
4.63,2.211012194
4.64,2.214124806
4.65,2.217230717
4.66,2.220329955
4.67,2.223422551
4.68,2.226508530
4.69,2.229587924
4.70,2.232660758
4.71,2.235727060
4.72,2.238786859
4.73,2.241840185
4.74,2.244887059
4.75,2.247927514
4.76,2.250961574
4.77,2.253989267
4.78,2.257010618
4.79,2.260025656
4.80,2.263034406
4.81,2.266036894
4.82,2.269033147
4.83,2.272023190
4.84,2.275007048
4.85,2.277984748
4.86,2.280956314
4.87,2.283921773
4.88,2.286881149
4.89,2.289834465
4.90,2.292781750
4.91,2.295723025
4.92,2.298658317
4.93,2.301587647
4.94,2.304511042
4.95,2.307428525
